Jenis Disabilitas,Kebutuhan Aksesibilitas,No Job Title,Job Title,No Kualifikasi,Level,Deskripsi Kualifikasi
Daksa Kaki,Navigasi sederhana / Layanan jarak jauh / Integrasi lokasi aksesibel,25,Digital Marketing Specialist,4,Mid level,"2 tahun pengalaman, rekam jejak ROAS positif, kemampuan email marketing via Mailchimp, A/B testing iklan."
Daksa Kaki,Navigasi sederhana / Layanan jarak jauh / Integrasi lokasi aksesibel,25,Digital Marketing Specialist,5,Mid level,"Pengalaman 2+ tahun, kemampuan multi-channel campaign, familiar affiliate marketing, analisis funnel digital."
Daksa Kaki,Navigasi sederhana / Layanan jarak jauh / Integrasi lokasi aksesibel,25,Digital Marketing Specialist,6,Senior level,"3+ tahun, pengalaman lead campaign, kemampuan strategi growth hacking, koordinasi tim kreatif via remote."
Daksa Kaki,Navigasi sederhana / Layanan jarak jauh / Integrasi lokasi aksesibel,25,Digital Marketing Specialist,7,Senior level,"S1/S2 Marketing, 4+ tahun, rekam jejak growth signifikan, kemampuan menyusun media plan tahunan digital."
Daksa Kaki,Navigasi sederhana / Layanan jarak jauh / Integrasi lokasi aksesibel,25,Digital Marketing Specialist,8,Lead / Manajerial,"5+ tahun, pengalaman head of digital marketing, strategi brand awareness digital, pengelolaan anggaran iklan besar."
Daksa Kaki,Navigasi sederhana / Layanan jarak jauh / Integrasi lokasi aksesibel,25,Digital Marketing Specialist,9,Lead / Manajerial,"S2 Marketing/MBA, 6+ tahun, rekam jejak digital campaign nasional, kemampuan membangun tim marketing inklusif."
Daksa Kaki,Navigasi sederhana / Layanan jarak jauh / Integrasi lokasi aksesibel,25,Digital Marketing Specialist,10,Lead / Manajerial,"8+ tahun, pengalaman CMO, strategi transformasi marketing digital, kemampuan board reporting berbasis data."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,26,Laundry Worker,1,Entry level,"Kemampuan dasar memilah dan mencuci pakaian, mengikuti instruksi langkah per langkah, dengan supervisi ketat."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,26,Laundry Worker,2,Entry level,"Bisa memahami panduan bergambar, terbiasa rutinitas harian, kemampuan menyelesaikan tugas berulang secara konsisten."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,26,Laundry Worker,3,Mid level,"6+ bulan pengalaman laundry, mampu mengoperasikan mesin cuci dengan panduan visual, kecepatan kerja memadai."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,26,Laundry Worker,4,Mid level,"1 tahun pengalaman, kemampuan melipat pakaian rapi, memilah berdasarkan warna/jenis sesuai kartu panduan visual."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,26,Laundry Worker,5,Mid level,"1-2 tahun pengalaman, kemampuan dasar menyeterika dengan supervisi, mengenal produk pembersih via label gambar."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,26,Laundry Worker,6,Senior level,"2+ tahun pengalaman, kemampuan bekerja semi-mandiri dengan panduan bergambar yang sudah familier, teliti dan konsisten."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,26,Laundry Worker,7,Senior level,"3 tahun pengalaman, kemampuan mengelola urutan tugas laundry harian dengan sedikit supervisi, hasil kerja terjaga."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,26,Laundry Worker,8,Lead / Manajerial,"4+ tahun pengalaman laundry dengan progres positif, kemampuan membantu rekan baru via demonstrasi langsung."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,26,Laundry Worker,9,Lead / Manajerial,"5+ tahun pengalaman, kemampuan mengelola area kerja sendiri, memberi tahu supervisor jika ada masalah, teladan tim."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,26,Laundry Worker,10,Lead / Manajerial,"Pengalaman panjang dengan rekam jejak keandalan tinggi, kemampuan menjadi buddy/mentor rekan baru dengan panduan."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,27,Food Packaging Worker,1,Entry level,"Kemampuan mengikuti prosedur pengemasan bergambar, teliti dalam detail sederhana, mau belajar di lingkungan supportif."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,27,Food Packaging Worker,2,Entry level,"Terbiasa rutinitas berulang, bisa bekerja mengikuti conveyor pacing, kemampuan menjaga kebersihan area kerja dasar."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,27,Food Packaging Worker,3,Mid level,"6+ bulan pengalaman pengemasan, kemampuan memeriksa produk cacat via visual checklist bergambar, kecepatan stabil."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,27,Food Packaging Worker,4,Mid level,"1 tahun pengalaman, mampu memahami instruksi label sederhana, kemampuan memilah produk sesuai panduan visual."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,27,Food Packaging Worker,5,Mid level,"1-2 tahun pengalaman, kemampuan mengoperasikan peralatan pengemasan sederhana dengan pendampingan teknis ringan."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,27,Food Packaging Worker,6,Senior level,"2+ tahun pengalaman, kemampuan bekerja konsisten selama shift penuh, menjaga standar kebersihan dengan mandiri."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,27,Food Packaging Worker,7,Senior level,"3 tahun pengalaman, kemampuan mengikuti SOP bergambar secara mandiri, memberi tahu atasan jika stok menipis."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,27,Food Packaging Worker,8,Lead / Manajerial,"4+ tahun pengalaman, kemampuan membantu rekan lewat demonstrasi langsung, rekam jejak keandalan dan ketelitian."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,27,Food Packaging Worker,9,Lead / Manajerial,"5+ tahun pengalaman packaging, dikenal supervisor sebagai pekerja andalan, kemampuan membimbing anggota baru."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,27,Food Packaging Worker,10,Lead / Manajerial,"Pengalaman panjang dan konsisten, mampu menjadi model perilaku kerja baik, relasi kerja positif dengan seluruh tim."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,28,Cleaning Service,1,Entry level,"Kemampuan dasar membersihkan area dengan panduan bergambar, mengikuti checklist visual harian, ramah dan tekun."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,28,Cleaning Service,2,Entry level,"Terbiasa rutinitas kebersihan, kemampuan menggunakan alat kebersihan dasar, mau bekerja dalam tim dan mengikuti arahan."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,28,Cleaning Service,3,Mid level,"6+ bulan pengalaman, kemampuan membersihkan berbagai area sesuai jadwal visual, memahami produk pembersih via gambar label."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,28,Cleaning Service,4,Mid level,"1 tahun pengalaman, kemampuan cleaning spesifik (toilet, kaca, lantai) dengan SOP bergambar, konsistensi tinggi."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,28,Cleaning Service,5,Mid level,"1-2 tahun pengalaman, mampu bekerja mandiri dengan checklist bergambar, memberi tahu supervisor jika ada kerusakan."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,28,Cleaning Service,6,Senior level,"2+ tahun pengalaman, kemampuan mengelola seluruh area tanggung jawab dengan baik, rekam jejak kebersihan terjaga."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,28,Cleaning Service,7,Senior level,"3 tahun pengalaman, kemampuan menyesuaikan jadwal cleaning saat ada acara, memberitahu kebutuhan stok alat."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,28,Cleaning Service,8,Lead / Manajerial,"4+ tahun pengalaman, kemampuan memandu rekan baru via demonstrasi, dikenal sebagai pekerja yang dapat diandalkan."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,28,Cleaning Service,9,Lead / Manajerial,"5+ tahun, kemampuan mengelola shift kerja sederhana bersama supervisor, rekam jejak tanpa insiden keselamatan."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,28,Cleaning Service,10,Lead / Manajerial,"Pengalaman panjang dengan penghargaan dari perusahaan, menjadi inspirasi tim, kemampuan menjaga standar kerja."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,29,Garden Maintenance Worker,1,Entry level,"Kemampuan dasar merawat tanaman (menyiram, mencabut rumput) dengan instruksi bergambar, suka bekerja di luar ruangan."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,29,Garden Maintenance Worker,2,Entry level,"Terbiasa aktivitas fisik outdoor, kemampuan mengikuti jadwal perawatan taman bergambar, mau belajar dari pendamping."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,29,Garden Maintenance Worker,3,Mid level,"6+ bulan pengalaman, kemampuan menanam dan memangkas tanaman dasar sesuai panduan visual, fisik baik."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,29,Garden Maintenance Worker,4,Mid level,"1 tahun pengalaman, kemampuan menggunakan alat taman sederhana (cangkul, gunting tanaman) dengan aman, konsisten."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,29,Garden Maintenance Worker,5,Mid level,"1-2 tahun pengalaman, kemampuan mengenali tanaman yang perlu perawatan extra via panduan foto, mandiri dalam rutinitas."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,29,Garden Maintenance Worker,6,Senior level,"2+ tahun pengalaman, kemampuan merawat taman secara mandiri dengan daftar tugas bergambar, fisik prima."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,29,Garden Maintenance Worker,7,Senior level,"3 tahun pengalaman, kemampuan melapor kondisi taman via foto ke supervisor, rekam jejak taman terawat baik."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,29,Garden Maintenance Worker,8,Lead / Manajerial,"4+ tahun pengalaman, kemampuan membantu rekan baru, mengenal kebutuhan berbagai jenis tanaman dari pengalaman."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,29,Garden Maintenance Worker,9,Lead / Manajerial,"5+ tahun, kemampuan mengelola taman besar secara konsisten, menjadi referensi rekan untuk perawatan tanaman."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,29,Garden Maintenance Worker,10,Lead / Manajerial,"Pengalaman panjang, dikenal sebagai pekerja taman andalan, kemampuan membimbing tim kecil dengan dukungan supervisor."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,30,Retail Stock Assistant,1,Entry level,"Kemampuan menata barang sesuai panduan gambar/denah, fisik mampu membawa beban ringan, tekun dan teliti."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,30,Retail Stock Assistant,2,Entry level,"Terbiasa mengikuti instruksi langkah per langkah, kemampuan mengenali produk dari gambar label, mau belajar."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,30,Retail Stock Assistant,3,Mid level,"6+ bulan pengalaman, kemampuan mengisi rak sesuai planogram bergambar, menjaga kerapian area tanggung jawab."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,30,Retail Stock Assistant,4,Mid level,"1 tahun pengalaman, kemampuan stock opname sederhana dengan panduan formulir bergambar, konsisten dan tepat waktu."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,30,Retail Stock Assistant,5,Mid level,"1-2 tahun pengalaman, kemampuan memilah produk kadaluarsa via tanggal bergambar, menginformasikan ke supervisor."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,30,Retail Stock Assistant,6,Senior level,"2+ tahun pengalaman, kemampuan bekerja mandiri dalam shift, mengelola area stok dengan checklist bergambar."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,30,Retail Stock Assistant,7,Senior level,"3 tahun pengalaman, kemampuan melaporkan kekurangan stok ke supervisor, rekam jejak pekerjaan yang dapat diandalkan."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,30,Retail Stock Assistant,8,Lead / Manajerial,"4+ tahun pengalaman, kemampuan menunjukkan lokasi produk ke rekan baru, menjadi contoh disiplin kerja tim."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,30,Retail Stock Assistant,9,Lead / Manajerial,"5+ tahun, kemampuan mengelola tanggung jawab stok gudang kecil dengan dukungan supervisor, teladan tim."
Gangguan Intelektual,Bahasa sederhana / Ikon visual jelas / Step-by-step interface / Informasi tidak berlebihan,30,Retail Stock Assistant,10,Lead / Manajerial,"Pengalaman panjang dengan rekam jejak terpercaya, mampu membantu pelatihan rekan baru via demonstrasi langsung."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,31,Freelance Writer,1,Entry level,"Lulusan SMA/D3, kemampuan menulis artikel atau opini, mampu bekerja dengan deadline fleksibel dari rumah."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,31,Freelance Writer,2,Entry level,"Lulusan S1 semua jurusan, portofolio 3+ tulisan, kemampuan menyesuaikan gaya tulisan, fleksibel jadwal kerja."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,31,Freelance Writer,3,Mid level,"S1 Bahasa/Komunikasi, 1-2 tahun pengalaman, kemampuan berbagai genre penulisan, familiar platform freelance."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,31,Freelance Writer,4,Mid level,"2 tahun pengalaman, rekam jejak klien berulang, kemampuan self-manage waktu dan energi secara mandiri."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,31,Freelance Writer,5,Mid level,"Pengalaman 2+ tahun, kemampuan riset mendalam, menulis long-form content, jadwal kerja fleksibel sesuai kondisi."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,31,Freelance Writer,6,Senior level,"3+ tahun, portofolio publikasi beragam, kemampuan membangun relasi klien via email/chat dengan pace nyaman."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,31,Freelance Writer,7,Senior level,"S1/S2 Bahasa/Jurnalistik, 4+ tahun, rekam jejak tulisan di media nasional, kemampuan ghostwriting."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,31,Freelance Writer,8,Lead / Manajerial,"5+ tahun, kemampuan mengelola proyek penulisan skala besar, kenyamanan bekerja mandiri penuh dari mana saja."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,31,Freelance Writer,9,Lead / Manajerial,"S2 Bahasa, 6+ tahun, pengalaman editor buku/media, kemampuan mengembangkan penulis junior via email."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,31,Freelance Writer,10,Lead / Manajerial,"8+ tahun, rekam jejak buku atau publikasi signifikan, kemampuan membangun brand penulisan personal."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,32,Online Moderator,1,Entry level,"Lulusan SMA/SMK, familiar dengan platform media sosial, kemampuan membaca dan menilai konten secara konsisten."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,32,Online Moderator,2,Entry level,"Lulusan D3/S1, kemampuan mengikuti guideline moderasi tertulis dengan jelas, pace kerja bisa diatur sendiri."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,32,Online Moderator,3,Mid level,"S1 semua jurusan, 1-2 tahun pengalaman moderasi, kemampuan mengenali konten bermasalah, komunikasi via teks."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,32,Online Moderator,4,Mid level,"2 tahun pengalaman, familiar dengan eskalasi konten, kemampuan pelaporan insiden via formulir digital terstruktur."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,32,Online Moderator,5,Mid level,"Pengalaman 2+ tahun, kemampuan bekerja shift fleksibel, familiar dengan berbagai jenis konten digital, analitis."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,32,Online Moderator,6,Senior level,"3+ tahun, pengalaman senior moderator, kemampuan menyusun panduan moderasi, komunikasi tim via tools teks."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,32,Online Moderator,7,Senior level,"S1/S2 Komunikasi/Hukum, 4+ tahun, kemampuan kebijakan konten, menangani kasus sensitif dengan panduan jelas."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,32,Online Moderator,8,Lead / Manajerial,"5+ tahun, pengalaman lead moderator, mampu menyusun SOP moderasi, koordinasi tim tersebar via async tools."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,32,Online Moderator,9,Lead / Manajerial,"S2 Komunikasi, 6+ tahun, pengalaman kebijakan platform digital, kemampuan membangun tim moderasi yang sehat."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,32,Online Moderator,10,Lead / Manajerial,"8+ tahun, pengalaman direktur trust & safety, strategi moderasi skala besar dengan menjaga wellbeing tim."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,33,Virtual Assistant,1,Entry level,"Lulusan SMA/D3, kemampuan administrasi dasar via email/chat, terbiasa jadwal kerja fleksibel dari rumah."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,33,Virtual Assistant,2,Entry level,"Lulusan S1 semua jurusan, kemampuan manajemen kalender digital, familiar Google Workspace, responsif via teks."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,33,Virtual Assistant,3,Mid level,"S1 semua jurusan, 1-2 tahun pengalaman VA, kemampuan manajemen proyek sederhana, komunikasi tertulis profesional."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,33,Virtual Assistant,4,Mid level,"2 tahun pengalaman, kemampuan multi-klien management, rekam jejak kepercayaan klien, jadwal kerja bisa dikontrol."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,33,Virtual Assistant,5,Mid level,"Pengalaman 2+ tahun, kemampuan research, bookkeeping dasar, komunikasi klien via chat/email, kerja penuh remote."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,33,Virtual Assistant,6,Senior level,"3+ tahun, kemampuan mengelola operasional klien kompleks, menyusun SOP digital, koordinasi vendor via email."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,33,Virtual Assistant,7,Senior level,"S1 Manajemen, 4+ tahun, kemampuan executive assistance remote, manajemen prioritas dengan konfirmasi tertulis."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,33,Virtual Assistant,8,Lead / Manajerial,"5+ tahun, pengalaman agency VA, kemampuan memimpin tim VA kecil via async tools, menjaga standar kualitas."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,33,Virtual Assistant,9,Lead / Manajerial,"S2/S1 Manajemen, 6+ tahun, pengalaman direktur operasional VA agency, strategi skalabilitas layanan remote."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,33,Virtual Assistant,10,Lead / Manajerial,"8+ tahun, pengalaman membangun VA agency inklusif, kemampuan pengembangan bisnis via jaringan digital."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,34,Animator,1,Entry level,"Lulusan SMK Multimedia/D3 DKV, menguasai animasi 2D dasar di Adobe Animate, mampu bekerja mandiri dari studio rumah."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,34,Animator,2,Entry level,"Lulusan S1 DKV/Animasi, portofolio animasi pendek, kemampuan mengikuti storyboard tertulis, kerja remote nyaman."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,34,Animator,3,Mid level,"S1 Animasi, 1-2 tahun pengalaman, mahir frame-by-frame dan tween animation, familiar pipeline animasi tertulis."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,34,Animator,4,Mid level,"2 tahun pengalaman, kemampuan animasi karakter 2D profesional, terbiasa revisi via feedback tertulis/komentar."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,34,Animator,5,Mid level,"Pengalaman 2+ tahun, kemampuan animasi motion graphic untuk digital content, familiar Adobe After Effects."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,34,Animator,6,Senior level,"3+ tahun, pengalaman animasi untuk iklan/game/web, kemampuan menyusun panduan animasi tim, review via komentar."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,34,Animator,7,Senior level,"S1/S2 Animasi/DKV, 4+ tahun, rekam jejak animasi komersial, kemampuan art direction via dokumen dan referensi visual."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,34,Animator,8,Lead / Manajerial,"5+ tahun, pengalaman animation director, kemampuan memimpin tim animator via tools async, menjaga konsistensi gaya."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,34,Animator,9,Lead / Manajerial,"S2 Animasi, 6+ tahun, rekam jejak animasi panjang atau serial, kemampuan menyusun jadwal produksi digital."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,34,Animator,10,Lead / Manajerial,"8+ tahun industri animasi, pengalaman kepala studio animasi remote, strategi produksi inklusif dan berkelanjutan."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,35,Accountant,1,Entry level,"Lulusan S1 Akuntansi, kemampuan pembukuan dasar, familiar software akuntansi, nyaman kerja mandiri dari rumah."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,35,Accountant,2,Entry level,"Lulusan D3 Akuntansi, familiar dengan pajak dasar, kemampuan rekonsiliasi sederhana, komunikasi via email/chat."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,35,Accountant,3,Mid level,"S1 Akuntansi, 1-2 tahun pengalaman, kemampuan laporan keuangan bulanan, familiar cloud accounting remote."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,35,Accountant,4,Mid level,"2 tahun pengalaman, kemampuan audit internal sederhana, familiar PSAK dasar, koordinasi klien via teks."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,35,Accountant,5,Mid level,"Pengalaman 2+ tahun, kemampuan multi-klien accounting, familiar perpajakan, bekerja mandiri dengan checklist digital."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,35,Accountant,6,Senior level,"3+ tahun, pengalaman laporan keuangan konsolidasi, kemampuan review pekerjaan junior via dokumen tertulis."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,35,Accountant,7,Senior level,"S1 Akuntansi + Brevet AB, 4+ tahun, kemampuan tax planning, koordinasi auditor eksternal via email/digital."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,35,Accountant,8,Lead / Manajerial,"5+ tahun, pengalaman finance manager, menyusun kebijakan keuangan, reporting direksi via presentasi digital."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,35,Accountant,9,Lead / Manajerial,"S2 Akuntansi/MBA, 6+ tahun, rekam jejak audit bersih, kemampuan memimpin tim keuangan remote yang sehat."
Gangguan Mental,UI tenang / Notifikasi tidak agresif / Kontrol privasi / Pengalaman penggunaan jelas,35,Accountant,10,Lead / Manajerial,"8+ tahun, pengalaman CFO atau Direktur Keuangan, strategi keuangan inklusif, membangun tim remote yang supportif."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,36,QA Tester,1,Entry level,"Lulusan S1 Informatika/semua jurusan, kemampuan mengikuti test case terstruktur, perhatian tinggi terhadap detail."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,36,QA Tester,2,Entry level,"Bootcamp QA graduate, kemampuan bug reporting tertulis yang detail, familiar dengan Jira, suka keteraturan alur kerja."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,36,QA Tester,3,Mid level,"S1 Informatika, 1-2 tahun pengalaman QA, kemampuan regression testing, familiar tools pengujian dengan SOP jelas."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,36,QA Tester,4,Mid level,"2 tahun pengalaman, kemampuan membuat test plan tertulis sistematis, familiar Selenium/Postman, rekam jejak teliti."
